nama, latitude, longitude
Kab. Pandeglang, -6.527432252745106, 105.85210603389363
Kab. Lebak, -6.602321260306723, 106.21237198141667
Kab. Tangerang, -6.147042739757804, 106.49686406126897
Kab. Serang, -6.2260506371595135, 106.14249741058329
Kota Tangerang, -6.16951323926886, 106.64144648908592
Kota Cilegon, -6.018232151686531, 106.05805813035316
Kota Serang, -6.116883161602397, 106.15369817048439
Kota Tangerang Selatan, -6.280140008230357, 106.71139796323764
